entity_id,summary,biography,contribution,level
ganga-devi,Преданная женщина из круга Шри Чайтаньи; её имя связано со священной рекой Гангой.,"Шримати Ганга-деви — преданная женщина из круга Шри Чайтаньи Махапрабху. Её имя связано со священной рекой Гангой, чистейшей из вод.","Ганга-деви, благочестивая и преданная, посвятила себя служению Господу и Его преданным. Подобно священной Ганге, дарующей очищение, её преданность несла благо окружающим. Её сердце было всецело обращено к Господу.",gold
ganga-mantri,"Преданный спутник Шри Чайтаньи; занимая мирское положение, он служил Господу.","Шри Ганга-мантри — преданный спутник Шри Чайтаньи Махапрабху. Несмотря на мирское положение, его сердце было отдано Господу.","Ганга-мантри, занимая ответственное положение в миру, не забывал о Господе и служил Ему и Его преданным. Он являет образец того, как человек, исполняя мирские обязанности, может хранить преданность Богу. Его жизнь учит, что Господу можно служить в любом положении.",gold
gangamata-gosvamini,"Гангамата Госвамини — царевна, ставшая великой подвижницей и почитаемой наставницей Гаудия-вайшнавов в Джаганнатха-Пури.",Ачарьи вайшнавской традиции хранят и раскрывают учение о преданности Господу. Ачарья-женщина.,Хранитель и проповедник учения о преданности Господу.,gold
garbhodakashayi-vishnu,"Вторая Пуруша-аватара, входящая в каждую вселенную; из Его пупка вырастает лотос, на котором рождается Брахма.","Господь Гарбходакашайи Вишну — вторая из трёх Пуруша-аватар, которая входит в каждую вселенную и возлежит на водах в её основании. Он — источник вторичного творения и вселенской формы.","Войдя в каждую вселенную, Гарбходакашайи Вишну заполняет её нижнюю половину водою и возлежит на ней. Из Его пупка вырастает лотос, на котором рождается Господь Брахма, вторичный творец. Гарбходакашайи Вишну наставляет Брахму, открывая ему науку творения, и в Нём покоится вся вселенная; Он — источник вселенской формы (вират-рупы).",gold
garga-muni,"Учёный жрец рода Яду, тайно совершивший обряд наречения имён Кришны и Баларамы в доме Нанды.","Шри Гарга Муни — учёный жрец (пурохита) династии Яду. По просьбе Васудевы он пришёл в Гокулу, чтобы тайно совершить обряд наречения имён Кришны и Баларамы.","Поскольку Кришна скрывался от Камсы, Гарга Муни провёл обряд наречения имён в доме Нанды втайне, без пышности. Он открыл, что тёмный младенец нисходил в каждую эпоху в разных обликах и цветах, и нарёк Его Кришной, предсказав Его величие, а сына Рохини назвал Баларамой. Так Гарга Муни явил миру сокровенную природу Господа.",gold
gargamuni-swami,Младший брат Брахмананды и первый казначей ИСККОН; он заложил финансовую и издательскую основу ранней миссии.,"Гаргамуни Свами (Грегори Шарф) — один из первых учеников Шрилы Прабхупады и младший брат Брахмананды. Присоединившись к миссии в середине сентября 1966 года, он стал первым казначеем ИСККОН — Прабхупада ласково звал его «Гарга-мани». Видя деловую сметку юноши, учитель доверил ему финансы только что основанного Общества.","Сразу после регистрации ИСККОН 13 июля 1966 года Гаргамуни добился для Общества освобождения от налогов, заложив прочную правовую и финансовую основу. Зимой 1968 года вместе с братом он основал дело по продаже благовоний «Спиритуал Скай» с шутливым девизом «У Кришны — лучшие ароматы», доходы от которого шли на санкиртану. Он также помог обрести первое Божество ИСККОН, Мадана-Мохану, и был среди пионеров распространения книг. Прабхупада, видя двух братьев вместе, иногда говорил: «Прибыли Рупа и Санатана». Позже Гаргамуни поселился во Вриндаване, делясь воспоминаниями о ранних годах движения.",gold
garuda-avadhuta,"Отрёкшийся святой-авадхута, связанный с играми Шри Чайтаньи; превзошедший условности ради погружённости в Бога.","Шри Гаруда Авадхута — отрёкшийся святой-авадхута, связанный с играми Шри Чайтаньи Махапрабху. Авадхуты превосходят внешние условности, всецело погружаясь в Господа.","Гаруда Авадхута, подобно великим парамахамсам, оставил позади все мирские условности, поглощённый памятованием о Господе. Его отрешённость и погружённость в Бога являли высшую ступень отречения. Он напоминает, что для души, упоённой любовью к Господу, не существует иных забот, кроме служения Ему.",gold
garuda-kumuda,Преданный спутник Шри Чайтаньи; его имя — имя великого носителя Господа Вишну.,"Шри Гаруда — преданный спутник Шри Чайтаньи Махапрабху. Его имя — имя Гаруды, божественного носителя Господа Вишну.","Гаруда, преданный Господу, служил Ему с верностью и усердием. Его имя напоминает о великом орле, что вечно несёт Господа Вишну, являя совершенство преданного служения. Близость к Махапрабху была для него высшим благом.",gold
garuda-pandit,"Учёный пандит-преданный, спутник Шри Чайтаньи, посвятивший учёность служению Господу.","Шри Гаруда Пандит — учёный пандит и преданный спутник Шри Чайтаньи Махапрабху, посвятивший свою учёность служению Господу.","Гаруда Пандит, наделённый учёностью и преданностью, служил Господу и участвовал в собраниях преданных. Свою мудрость он смиренно обращал на прославление Бога и воспевание святого имени. Его жизнь являет образец пандита-вайшнава.",gold
gauraseni,"Гопи Вриндавана, преданная Кришне в настроении супружеской любви (мадхурья-расы).","Шри Гаурасени — одна из гопи Вриндавана, преданная Шри Кришне в настроении супружеской любви (мадхурья-расы).","Гаурасени, как и другие гопи Враджа, всем сердцем предана Кришне и находит высшее счастье в служении Ему и Шримати Радхарани. Её любовь являет сладость мадхурья-расы — высшего из настроений преданности, в котором душа целиком отдаёт себя Господу.",gold
ghatotkacha,"Сын Бхимы и ракшаси Хидимбы; могучий воин-ракшас Пандавов, чья гибель спасла жизнь Арджуне.","Шри Гхатоткача — сын Бхимы и ракшаси Хидимбы, наделённый исполинской силой и волшебством, присущим ракшасам. Преданный отцу и дядьям-Пандавам, он являлся на их зов и сражался за них, особенно грозный в ночных битвах.","В битве на Курукшетре Гхатоткача сеял смятение в рядах Кауравов, и Карна, не находя иного способа остановить его, был вынужден метнуть в него непобедимое копьё Шакти, дарованное Индрой, — оружие, которое он берёг для поединка с Арджуной. Гхатоткача пал, но его гибель обернулась спасением: лишившись Шакти, Карна уже не мог сразить Арджуну. Так даже смерть сына Бхимы послужила замыслу Господа.",gold
giridhari-swami,"Ученик Шрилы Прабхупады из США; проповедник и бывший председатель Джи-би-си, делающий упор на служении учителю и воспевании святого имени.","Шрила Гиридхари Свами (имя при рождении — Грегори Кронтал) родился 2 сентября 1950 года в США. С детства склонный к поиску истины, в 1974 году он обрёл прибежище в ИСККОН и около года практиковал самостоятельно, прежде чем нашёл храм в Гейнсвилле (Флорида). Он принял посвящение у Шрилы Прабхупады, а позднее — санньясу.","Махарадж многие годы проповедует на разных континентах через лекции, киртаны и духовное наставничество, делая упор на гуру-севе и воспевании святого имени. В 1996 году он вошёл в Руководящий совет, а в 2002 году стал его председателем, направляя всемирную миссию ИСККОН.",gold
giriraja-swami,"Старший ученик Шрилы Прабхупады, сыгравший ключевую роль в создании храма на Джуху в Мумбаи; летописец «истории Джуху» и многолетний попечитель миссии Прабхупады в Индии.","Шрила Гирираджа Свами — один из старших учеников Шрилы Прабхупады, присоединившийся к движению в конце 1960-х. Под личным руководством учителя он сыграл ключевую роль в обретении земли и строительстве храма Шри Шри Радхи-Расабихари на Джуху в Мумбаи — одного из самых дорогих сердцу Шрилы Прабхупады проектов.","Главным служением Махараджа стало возведение храма на Джуху, о трудностях и чудесах которого он рассказал в книге «Я построю тебе храм». Он внёс вклад в создание Бхактиведанта-госпиталя в Мумбаи и многие годы служил попечителем издательства и членом Руководящего совета, заботясь о развитии миссии Шрилы Прабхупады в Индии.",gold
gopal-krishna-goswami,"Старший ученик Шрилы Прабхупады индийского происхождения, многолетний руководитель миссии в Индии; попечитель издательства и член Руководящего совета.","Шрила Гопал Кришна Госвами родился в Дели и получил образование в Индии и за рубежом. Встретив преданных во время учёбы и работы за границей в начале 1970-х, он принял посвящение у Шрилы Прабхупады и вернулся служить миссии на родине, став одним из её главных руководителей в Индии.","Махарадж десятилетиями руководил развитием ИСККОН в Индии, способствуя строительству и укреплению множества храмов, в том числе в Дели и Вриндаване. Как попечитель издательства Шрилы Прабхупады он много сделал для распространения его книг на языках Индии, а как старший член Руководящего совета заботился о духовном здоровье общества.",gold
gopala-tp,"Преданный спутник Шри Чайтаньи; его имя — имя Господа Кришны, защитника коров.","Шри Гопала — преданный спутник Шри Чайтаньи Махапрабху. Его имя — имя Господа Кришны, хранителя и защитника коров.","Гопала, преданный Господу, служил Ему с любовью и усердием. Нося имя Самого Кришны-пастушка, он стремился жить в памятовании о Господе. Близость к Махапрабху была для него высшим благом.",gold
gopinatha-simha,"Преданный спутник Шри Чайтаньи; его имя славит Гопинатху, владыку гопи.","Шри Гопинатха Симха — преданный спутник Шри Чайтаньи Махапрабху. Его имя славит Гопинатху — Кришну, владыку гопи.","Гопинатха Симха, преданный Господу, служил Ему с верностью. Нося имя Кришны-Гопинатхи, он хранил в сердце памятование о сладостных играх Господа. Его преданность Махапрабху прославляется в традиции.",gold
gour-govinda-swami,"Ученик Шрилы Прабхупады из Ориссы, прославленный глубиной постижения шастр; основатель храма Кришны-Баларамы в Бхубанешваре. Оставил тело в Майяпуре в 1996 году.","Шрила Гоур Говинда Свами родился в Ориссе (Одиша) в благочестивой вайшнавской семье. Долго ища истинного духовного учителя, он встретил Шрилу Прабхупаду в Бхубанешваре в середине 1970-х и принял у него посвящение, а затем санньясу. Прабхупада поручил ему построить храм в Бхубанешваре и проповедовать на земле Господа Джаганнатхи.","Махарадж основал в Бхубанешваре храм Шри Шри Кришны-Баларамы, исполнив наказ учителя. Он прославился необычайной глубиной постижения «Шримад-Бхагаватам» и науки чистой преданности: его лекции о любви к Кришне и о смирении доныне глубоко чтимы преданными. Он оставил тело в Шри Дхаме Майяпуре в 1996 году, в священное время, в окружении вайшнавов.",gold
gour-mohan-de,"Отец Шрилы Прабхупады, благочестивый вайшнав-торговец из Калькутты; он с детства взращивал в сыне преданность Кришне.","Шри Гоур Мохан Де (1849–1930) — отец Шрилы Прабхупады, торговец тканями из общины суварна-ваник в Калькутте. Чистый преданный Кришны, он держал в доме храмовую комнату и бо́льшую часть дня посвящал поклонению Божеству, говоря, что торговля — лишь средство к жизни, а пуджа — его истинное дело.","Гоур Мохан Де с самого детства растил Абхая — будущего Прабхупаду — как преданного: подарил ему Божества Радхи и Кришны для поклонения, устроил для сына детскую Ратха-ятру и нанял учителя игры на мриданге. Принимая дома садху, он неизменно просил их об одном благословении — чтобы Шримати Радхарани одарила его сына Своей милостью. Он не отпустил Абхая учиться в Англию, оберегая его от мирского влияния. Прабхупада вспоминал, что отец дал ему первые семена сознания Кришны, позже взращённые духовным учителем.",gold
govinda-acharya,"Учёный ачарья-преданный, спутник Шри Чайтаньи, посвятивший учёность служению Господу.","Шри Говинда Ачарья — учёный ачарья и преданный спутник Шри Чайтаньи Махапрабху, посвятивший свою учёность служению Господу.","Говинда Ачарья, наделённый учёностью и преданностью, служил Господу и наставлял в духовной жизни. Свою мудрость он смиренно обращал на прославление Бога. Его жизнь являет образец ачарьи, чья учёность неотделима от преданности.",gold
govinda-dasa-kaviraja,"Поэт-вайшнав, автор любимого бхаджана «Бхаджаху ре мана».","Бенгальский поэт-вайшнав (1535–1613), сын Чиранджива и младший брат Рамачандры Кавираджи. Прежде поклонялся Шакти; обращён в вайшнавизм Шринивасой Ачарьей.",Один из ведущих поэтов вайшнавской падавали; автор бхаджана «Бхаджаху ре мана».,gold
govinda-pk,"Преданный спутник Шри Чайтаньи; его имя — имя Самого Господа, пастуха коров.","Шри Говинда — преданный спутник Шри Чайтаньи Махапрабху. Его имя — имя Самого Господа Кришны, пастуха коров и услады чувств.","Говинда, преданный Господу, служил Ему с любовью и усердием. Нося имя Самого Кришны, он стремился жить достойно этого святого имени, посвящая себя Господу. Близость к Махапрабху была для него высшим сокровищем.",gold
govinda-puri,"Отрёкшийся вайшнав-санньяси из круга Мадхавендры Пури, связанный с играми Шри Чайтаньи.","Шри Говинда Пури — отрёкшийся вайшнав-санньяси, связанный с линией Мадхавендры Пури и играми Шри Чайтаньи Махапрабху.","Говинда Пури, приняв отречение, посвятил жизнь поклонению Господу и святым странствиям. Принадлежа к кругу возвышенных санньяси Мадхавендры Пури, он являл идеал вайшнава, оставившего мир ради любви к Богу. Его жизнь учит, что отречение обретает смысл лишь в преданности Господу.",gold
govindananda,Преданный спутник Шри Чайтаньи; его имя означает «блаженство Говинды».,"Шри Говиндананда — преданный спутник Шри Чайтаньи Махапрабху. Его имя означает «блаженство, обретаемое в Говинде».","Говиндананда черпал блаженство в служении Господу и в воспевании Его святого имени. Преданный Махапрабху, он участвовал в собраниях преданных и нёс в сердце радость преданности. Его жизнь являет, что подлинное счастье — в Господе.",gold
guha,"Вождь нишадов, преданный друг Господа Рамы; он с любовью переправил Его через Гангу в начале изгнания.","Шри Гуха — царь племени нишадов, обитавшего на берегах Ганги, верный друг Господа Рамачандры. Хотя он был рождён в роду охотников, его любовь к Раме возвысила его над сословными границами.","Когда Рама, Сита и Лакшмана начинали лесное изгнание, Гуха встретил их с почётом, омыл Господу стопы и на своей ладье переправил через Гангу. Рама принял его дружбу и гостеприимство как дар чистого сердца, обняв его как брата. Образ Гухи являет, что преданность Господу дороже знатного происхождения и что Рама равно милостив к великому и малому.",gold
gunamala,"Гопи Вриндавана, преданная Кришне в настроении супружеской любви (мадхурья-расы).","Шри Гунамала-деви — одна из гопи Вриндавана, преданная Шри Кришне в настроении супружеской любви (мадхурья-расы).","Гунамала, чьё имя означает «гирлянда добродетелей», всем сердцем предана Кришне и служит Ему и Шримати Радхарани. Её любовь являет сладость мадхурья-расы — высшего из настроений преданности, в котором сердце всецело поглощено Господом.",gold
gunanidhi,"Преданный брахман благословенного рода, связанного с играми Господа; его имя означает «средоточие добродетелей».","Шри Гунанидхи — преданный брахман из благословенного рода, связанного с играми Господа. Его имя означает «средоточие добродетелей».","Гунанидхи, наделённый добродетелями и преданностью, принадлежал к роду, освящённому связью с Господом. Своим благочестием он поддерживал духовные устои семьи. Его жизнь являет благословение наследственной преданности Богу, передаваемой из поколения в поколение.",gold
guru-prasad-swami,"Ученик Шрилы Прабхупады из США; проповедник и член Джи-би-си в Латинской Америке, особенно в Мексике и Центральной Америке.","Шрила Гуру Прасада Свами родился в США в семье немецкого происхождения и изучал ядерную физику. Разочаровавшись в науке, он встретил движение Харе Кришна и в 1976 году на фестивале в Майяпуре-Вриндаване был лично посвящён Шрилой Прабхупадой. В 1982 году в Рио-де-Жанейро он принял санньясу.","Более сорока лет Махарадж несёт миссию в Латинской Америке: он был президентом храма в Коста-Рике, открывал новые центры и с 1987 года служит в Джи-би-си, отвечая за Мексику и страны Центральной Америки. Его отличают смирение, сострадание и глубокий интерес к роли искреннего общения в развитии общества преданных.",gold
gurukripa-swami,"Ученик Шрилы Прабхупады, чьим самоотверженным сбором средств в Японии были оплачены печать книг и строительство в Майяпуре.","Гурукрипа Свами — ученик Шрилы Прабхупады и санньяси, более всего известный своим служением в Японии. Возглавляя там сбор средств, он направлял собранное на главное желание учителя — печать и распространение его книг.","В семидесятые годы Гурукрипа Свами возглавлял сбор средств ИСККОН в Японии, и собранные им крупные суммы шли на печать трудов Шрилы Прабхупады и на строительство храмового комплекса в Майяпуре. Прабхупада доверил ему обязанности уполномоченного по Вриндавану, Гавайям и Японии, а также включил его в комитет по развитию Майяпура. Его труд по обеспечению издания книг стал ощутимым вкладом в распространение учения по всему миру.",gold
haladhara-swami,Ученик Шрилы Гоур Говинды Свами из Ориссы; проповедник «Шримад-Бхагаватам» на ория и хранитель аудионаследия своего учителя.,Шрила Халадхара Свами родом из Ориссы. Он соприкоснулся с ИСККОН в храме Бхубанешвара в 1992 году и в 1994 году принял у Шрилы Гоур Говинды Свами посвящение с именем Халаюдха дас. В 2016 году в храме Кришны-Баларамы он принял санньясу.,"По личному наказу учителя Махарадж стал проповедовать «Шримад-Бхагаватам» на языке ория и служил главным пуджари храма Кришны-Баларамы в Бхубанешваре. В 2020 году он основал проект «Таптадживанам», бережно сохраняющий и распространяющий аудиолекции Шрилы Гоур Говинды Свами для будущих поколений. Он проповедует на ория, хинди и английском.",gold
halayudha-thakura,"Почтенный преданный спутник Шри Чайтаньи; его имя — имя Господа Баларамы, носящего плуг.",Шри Халаюдха Тхакур — почтенный преданный спутник Шри Чайтаньи Махапрабху. Его имя означает «вооружённый плугом» — образ Господа Баларамы.,"Халаюдха Тхакур, преданный Господу, служил Ему с верностью. Нося имя Господа Баларамы, он хранил памятование о силе и милости Господа. Его преданность Махапрабху прославляется в традиции.",gold
hamsa,"Воплощение Господа в образе лебедя (Хамса), наставившее сыновей Брахмы в науке о душе.","Шри Хамса — воплощение Верховного Господа в образе божественного лебедя, явившееся, чтобы наставить мудрецов в знании о душе и Боге.","Когда сыновья Брахмы задали вопрос о природе души, Господь предстал перед ними в образе лебедя (хамсы) и даровал им сокровенное знание. Лебедь, способный отделять молоко от воды, символизирует мудрость, различающую дух и материю. Наставления Хамсы запечатлены в Одиннадцатой песни «Шримад-Бхагаватам».",gold
hari-acharya,"Учёный ачарья-преданный, спутник Шри Чайтаньи, носящий имя Господа Хари.","Шри Хари Ачарья — учёный ачарья и преданный спутник Шри Чайтаньи Махапрабху, носящий святое имя Господа Хари.","Хари Ачарья, наделённый учёностью и преданностью, служил Господу и наставлял в духовной жизни. Свою мудрость он смиренно обращал на прославление Бога. Его жизнь являет образец ачарьи, чья учёность неотделима от преданности.",gold
haridasa-servant,"Преданный слуга Господа, всем сердцем посвятивший себя служению Махапрабху.","Шри Харидаса — преданный слуга Господа, всем сердцем посвятивший себя личному служению Шри Чайтанье Махапрабху. Его следует отличать от Харидаса Тхакура.","Харидаса с любовью и усердием служил Господу, исполняя Его повседневные нужды. Его смиренная преданность являет образец слуги, для которого служение Махапрабху — высшее счастье. Близость к Господу была для него драгоценнее всего на свете.",gold
harikesa-swami,"Ученик Шрилы Прабхупады, под чьим водительством сознание Кришны распространилось по Восточной Европе и СССР, а книги Прабхупады заговорили на десятках языков.","Харикеша Свами (Роберт Кампаньола, род. 1948) встретил Шрилу Прабхупаду в Бруклине в июле 1971 года во время записи его пения и тогда же получил от него посвящение. После ухода Прабхупады ему была вверена обширная зона Северной и Восточной Европы вместе с Советским Союзом, где он стал одним из главных вдохновителей проповеди.","Под водительством Харикеши Свами Общество стремительно разрослось по всей его зоне: умножались храмы и преданные, в том числе в опасном подполье за «железным занавесом», где в годы преследований со стороны властей рождались первые общины в СССР. Понимая, что проповедь немыслима без книг на родном языке, он основал в Швеции новое отделение «Бхактиведанта Бук Траст» и собрал вокруг себя переводчиков, чтобы труды Прабхупады зазвучали на десятках языков. Ради этого он одним из первых наладил компьютерную допечатную подготовку и собственный шрифтовой набор, а также создал — задолго до интернета — всемирную сеть связи, объединившую отделения ИСККОН и Би-би-ти. Его труд заложил саму основу проповеди в русскоязычном мире.",gold
hastigopala,"Преданный спутник Шри Чайтаньи, всем сердцем служивший Господу.","Шри Хастигопала — преданный спутник Шри Чайтаньи Махапрабху, всем сердцем служивший Господу в Его играх.","Хастигопала посвятил себя служению Господу и памятованию о Нём, являя образец преданного вайшнава. Близость к Махапрабху была для него высшим сокровищем. Его преданность прославляется в традиции.",gold
hayagriva,"Конеглавое воплощение Господа, вернувшее похищенные демонами Веды и защитившее священное знание.","Шри Хаягрива — воплощение Верховного Господа с головой коня, явившееся, чтобы вернуть похищенные демонами Веды и защитить священное знание.","Когда демоны похитили Веды, Господь принял облик Хаягривы, чтобы возвратить их и восстановить путь дхармы. Его явление свидетельствует, что Господь Сам оберегает ведическое знание, ведущее души к освобождению. Образ Хаягривы прославляется в молитвах «Шримад-Бхагаватам».",gold
hayagriva-das,"Профессор английской словесности, ставший редактором первых книг Шрилы Прабхупады; его пером английские «Бхагавад-гита» и «Шримад-Бхагаватам» обрели изящное звучание.","Хаягрива дас (Говард Уилер, 1940–1989) — писатель, поэт и преподаватель английской литературы, с 1964 года читавший в университете курсы о западных поэтах-трансценденталистах. В поисках духовного учителя он отправился в Индию, а встретив в 1966 году в Нью-Йорке Шрилу Прабхупаду, уже через несколько дней был занят им в редактировании и перепечатке рукописей.","Хаягрива стал главным редактором ранних книг Прабхупады. Своим литературным даром он помог придать английским «Бхагавад-гите как она есть» и «Шримад-Бхагаватам» плавное, благозвучное течение, и Прабхупада не раз говорил, что Хаягрива «послан Кришной, чтобы сделать мои книги красивыми». В июне 1970 года он вошёл в число двенадцати первых членов Руководящего совета. Он также собрал сотни записанных лекций учителя в небольшие книги — «Совершенство йоги», «По ту сторону рождения и смерти», «На пути к Кришне» и другие, — а позже описал первые годы движения в книге воспоминаний «Взрыв Харе Кришна».",gold
hidimbi,"Ракшаси, ставшая супругой Бхимы и матерью Гхатоткачи; пример души, преображённой любовью.","Шри Хидимба — ракшаси, сестра свирепого ракшаса Хидимбы, обитавшего в лесу, куда Пандавы пришли в изгнании. Увидев Бхиму, она полюбила его и отвергла злую природу своего рода.","Когда Бхима сразил её брата-людоеда, Хидимба не затаила вражды, но попросила Бхиму взять её в жёны. С согласия матери, Кунти, Бхима женился на ней, и она родила могучего Гхатоткачу, верно служившего Пандавам. История Хидимбы показывает, что искренняя любовь способна возвысить даже рождённого в роду ракшасов.",gold
hiranyakashipu,"Могущественный демон-царь, отец Прахлады; возомнил себя богом и был сражён Господом Нрисимхой.","Шри Хираньякашипу — могущественный демон-царь, отец великого преданного Прахлады. Его история изложена в Седьмой песни «Шримад-Бхагаватам».","Совершив суровую аскезу, Хираньякашипу обрёл почти неуязвимость и возомнил себя богом, требуя поклонения. Он жестоко преследовал своего сына Прахладу за его непоколебимую преданность Господу. Но Господь явился из колонны в образе Нрисимхи и сразил демона, защитив Своего преданного, — явив, что гордыня обречена, а преданность непобедима.",gold
hiranyaksha,"Демон, брат Хираньякашипу, утащивший Землю в океан; сражён Господом в образе вепря Варахи.","Шри Хираньякша — могущественный демон, брат Хираньякашипу. Его история изложена в Третьей песни «Шримад-Бхагаватам».","Обуянный гордыней, Хираньякша утащил Землю в глубины вселенского океана. Тогда Господь принял облик исполинского вепря Варахи, поднял Землю на Своих клыках и сразил демона в поединке. По писанию, Хираньякша был прежде Джаей, стражем Вайкунтхи, низошедшим по проклятию, чтобы Господь явил Свою защищающую силу.",gold
hrdayananda-dasa-goswami,"Старший ученик Шрилы Прабхупады, доктор индологии Гарварда, завершивший перевод «Шримад-Бхагаватам»; основатель проекта «Кришна-Запад» и многолетний проповедник в Латинской Америке.","Шрила Хридаянанда дас Госвами — один из старших учеников Шрилы Прабхупады, учёный и проповедник. По поручению учителя он завершил начатый Шрилой Прабхупадой перевод «Шримад-Бхагаватам», доведя его до конца. Позднее он защитил докторскую диссертацию по индологии в Гарвардском университете и десятилетиями нёс проповедь в испано- и португалоязычном мире.","Главный литературный вклад Махараджа — завершение перевода и комментариев к последним песням «Шримад-Бхагаватам» после ухода Шрилы Прабхупады, благодаря чему преданные получили полный текст «Бхагаватам» на английском. Свободно владея испанским и португальским, он открыл сознание Кришны для Латинской Америки, а позднее основал движение «Кришна-Запад», стремясь представить учение в форме, доступной современному западному человеку.",gold
